model_id,family,generation,size,variant,attribute,layer,layer_normalized,mean_accuracy,std_accuracy
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,14,0.42424242424242425,0.675,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,15,0.45454545454545453,0.675,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,16,0.48484848484848486,0.7,0.12747548783981963
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,17,0.5151515151515151,0.65,0.1224744871391589
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,18,0.5454545454545454,0.625,0.07905694150420949
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,19,0.5757575757575758,0.65,0.09354143466934853
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,20,0.6060606060606061,0.675,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,21,0.6363636363636364,0.7,0.12747548783981963
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,22,0.6666666666666666,0.7,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,23,0.696969696969697,0.65,0.09354143466934853
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,24,0.7272727272727273,0.65,0.09354143466934853
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,25,0.7575757575757576,0.675,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,26,0.7878787878787878,0.7,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,27,0.8181818181818182,0.7,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,28,0.8484848484848485,0.675,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,29,0.8787878787878788,0.675,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,30,0.9090909090909091,0.65,0.09354143466934853
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,31,0.9393939393939394,0.675,0.09999999999999999
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,32,0.9696969696969697,0.65,0.09354143466934853
google/gemma-3-4b-pt,gemma,Gemma 3,4B,base,gender,33,1.0,0.65,0.09354143466934853
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,0,0.0,0.7,0.1274754878398196
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,1,0.030303030303030304,0.65,0.1224744871391589
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,2,0.06060606060606061,0.525,0.09354143466934853
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,3,0.09090909090909091,0.525,0.1457737973711325
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,4,0.12121212121212122,0.5,0.13693063937629152
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,5,0.15151515151515152,0.5,0.13693063937629152
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,6,0.18181818181818182,0.5,0.13693063937629152
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,7,0.21212121212121213,0.5,0.13693063937629152
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,8,0.24242424242424243,0.5,0.07905694150420949
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,9,0.2727272727272727,0.525,0.049999999999999996
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,10,0.30303030303030304,0.575,0.1
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,11,0.3333333333333333,0.6,0.1224744871391589
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,12,0.36363636363636365,0.525,0.09354143466934853
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,13,0.3939393939393939,0.525,0.09354143466934853
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,14,0.42424242424242425,0.55,0.1274754878398196
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,15,0.45454545454545453,0.5,0.13693063937629152
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,16,0.48484848484848486,0.575,0.203100960115899
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,17,0.5151515151515151,0.575,0.203100960115899
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,18,0.5454545454545454,0.55,0.18708286933869706
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,19,0.5757575757575758,0.575,0.203100960115899
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,20,0.6060606060606061,0.55,0.1274754878398196
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,21,0.6363636363636364,0.55,0.1274754878398196
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,22,0.6666666666666666,0.55,0.1274754878398196
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,23,0.696969696969697,0.575,0.203100960115899
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,24,0.7272727272727273,0.55,0.1274754878398196
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,25,0.7575757575757576,0.525,0.1457737973711325
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,26,0.7878787878787878,0.525,0.1457737973711325
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,27,0.8181818181818182,0.575,0.15
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,28,0.8484848484848485,0.55,0.1274754878398196
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,29,0.8787878787878788,0.525,0.09354143466934853
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,30,0.9090909090909091,0.525,0.09354143466934853
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,31,0.9393939393939394,0.55,0.09999999999999999
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,32,0.9696969696969697,0.525,0.09354143466934853
google/gemma-3-4b-it,gemma,Gemma 3,4B,instruct,gender,33,1.0,0.525,0.09354143466934853
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,0,0.0,0.6,0.1224744871391589
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,1,0.037037037037037035,0.55,0.1
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,2,0.07407407407407407,0.675,0.2318404623873926
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,3,0.1111111111111111,0.65,0.049999999999999996
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,4,0.14814814814814814,0.675,0.09999999999999999
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,5,0.18518518518518517,0.625,0.15811388300841897
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,6,0.2222222222222222,0.65,0.1457737973711325
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,7,0.25925925925925924,0.675,0.1695582495781317
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,8,0.2962962962962963,0.7,0.18708286933869706
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,9,0.3333333333333333,0.65,0.2
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,10,0.37037037037037035,0.725,0.18371173070873836
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,11,0.4074074074074074,0.75,0.1767766952966369
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,12,0.4444444444444444,0.7,0.1695582495781317
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,13,0.48148148148148145,0.775,0.1457737973711325
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,14,0.5185185185185185,0.75,0.13693063937629152
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,15,0.5555555555555556,0.725,0.1457737973711325
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,16,0.5925925925925926,0.75,0.13693063937629152
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,17,0.6296296296296297,0.725,0.1457737973711325
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,18,0.6666666666666666,0.725,0.1457737973711325
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,19,0.7037037037037037,0.725,0.1457737973711325
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,20,0.7407407407407407,0.75,0.13693063937629152
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,21,0.7777777777777778,0.75,0.13693063937629152
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,22,0.8148148148148148,0.775,0.1457737973711325
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,23,0.8518518518518519,0.75,0.11180339887498948
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,24,0.8888888888888888,0.775,0.09354143466934853
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,25,0.9259259259259259,0.75,0.11180339887498948
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,26,0.9629629629629629,0.775,0.09354143466934853
Qwen/Qwen2.5-7B,qwen,Qwen 2.5,7B,base,gender,27,1.0,0.75,0.07905694150420949
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,0,0.0,0.575,0.1274754878398196
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,1,0.037037037037037035,0.525,0.09354143466934853
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,2,0.07407407407407407,0.6,0.16583123951777
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,3,0.1111111111111111,0.7,0.06123724356957946
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,4,0.14814814814814814,0.75,0.07905694150420949
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,5,0.18518518518518517,0.675,0.1274754878398196
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,6,0.2222222222222222,0.775,0.1224744871391589
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,7,0.25925925925925924,0.7,0.15
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,8,0.2962962962962963,0.7,0.18708286933869706
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,9,0.3333333333333333,0.675,0.15
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,10,0.37037037037037035,0.7,0.18708286933869706
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,11,0.4074074074074074,0.675,0.1695582495781317
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,12,0.4444444444444444,0.725,0.16583123951777
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,13,0.48148148148148145,0.75,0.07905694150420949
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,14,0.5185185185185185,0.75,0.13693063937629152
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,15,0.5555555555555556,0.775,0.1224744871391589
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,16,0.5925925925925926,0.7,0.1695582495781317
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,17,0.6296296296296297,0.675,0.1274754878398196
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,18,0.6666666666666666,0.725,0.1457737973711325
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,19,0.7037037037037037,0.775,0.09354143466934853
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,20,0.7407407407407407,0.725,0.1224744871391589
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,21,0.7777777777777778,0.775,0.16583123951777
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,22,0.8148148148148148,0.725,0.16583123951777
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,23,0.8518518518518519,0.775,0.1224744871391589
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,24,0.8888888888888888,0.775,0.1224744871391589
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,25,0.9259259259259259,0.775,0.1224744871391589
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,26,0.9629629629629629,0.8,0.1274754878398196
Qwen/Qwen2.5-7B-Instruct,qwen,Qwen 2.5,7B,instruct,gender,27,1.0,0.75,0.07905694150420949
