model_a,model_b,layer,hidden_dim,cosine
meta-llama__Llama-2-7b-hf,mistralai__Mistral-7B-v0.3,31,4096,-0.010115022771060467
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,0,4096,-0.0008413168252445757
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,1,4096,0.0013427786761894822
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,2,4096,-0.00040929243550635874
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,3,4096,-0.002168306615203619
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,4,4096,-0.016564972698688507
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,5,4096,-0.021776318550109863
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,6,4096,0.012162229977548122
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,7,4096,0.007297822739928961
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,8,4096,0.012828723527491093
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,9,4096,-0.004343799315392971
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,10,4096,-0.018151143565773964
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,11,4096,-0.019927475601434708
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,12,4096,-0.03561696410179138
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,13,4096,-0.030720191076397896
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,14,4096,-0.02744770608842373
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,15,4096,-0.025874512270092964
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,16,4096,-0.020321400836110115
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,17,4096,0.003924190066754818
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,18,4096,-0.005675985012203455
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,19,4096,-0.010479486547410488
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,20,4096,-0.01311088353395462
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,21,4096,-0.012685210444033146
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,22,4096,-0.01327706128358841
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,23,4096,-0.004245927091687918
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,24,4096,-0.006499066017568111
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,25,4096,-0.00651131384074688
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,26,4096,-0.009346764534711838
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,27,4096,-0.013176796957850456
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,28,4096,-0.014941182918846607
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,29,4096,-0.008573037572205067
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,30,4096,-0.011595843359827995
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-Instruct-v0.3,31,4096,0.0006441548466682434
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,0,4096,0.0031614946201443672
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,1,4096,-0.013991184532642365
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,2,4096,0.022425498813390732
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,3,4096,0.004205093253403902
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,4,4096,-0.009082510136067867
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,5,4096,-0.01960582472383976
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,6,4096,0.007747812196612358
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,7,4096,0.009894391521811485
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,8,4096,-0.0021972355898469687
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,9,4096,-0.015621891245245934
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,10,4096,-0.014670531265437603
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,11,4096,-0.01746557466685772
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,12,4096,-0.039615120738744736
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,13,4096,-0.03183839097619057
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,14,4096,-0.0368078239262104
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,15,4096,-0.029675696045160294
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,16,4096,-0.023080984130501747
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,17,4096,-8.86884517967701e-05
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,18,4096,-0.006917942781001329
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,19,4096,-0.01193897146731615
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,20,4096,-0.012997650541365147
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,21,4096,-0.010005570948123932
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,22,4096,-0.008536186069250107
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,23,4096,0.003444854635745287
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,24,4096,3.6771412851521745e-05
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,25,4096,0.0034287446178495884
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,26,4096,9.649991989135742e-05
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,27,4096,-0.001235615462064743
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,28,4096,-0.004754623863846064
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,29,4096,-0.0018361593829467893
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,30,4096,-0.008502551354467869
meta-llama__Llama-3.1-8B,mistralai__Mistral-7B-v0.3,31,4096,0.0007953895255923271
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,0,4096,0.004584052134305239
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,1,4096,0.0011663725599646568
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,2,4096,-0.00032077767536975443
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,3,4096,0.004799453541636467
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,4,4096,-0.018322113901376724
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,5,4096,-0.026817724108695984
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,6,4096,0.006725815124809742
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,7,4096,0.0017295635771006346
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,8,4096,0.0073771970346570015
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,9,4096,-0.000682464858982712
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,10,4096,-0.01038374938070774
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,11,4096,-0.014631797559559345
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,12,4096,-0.0070196837186813354
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,13,4096,-0.011475312523543835
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,14,4096,-0.010603873990476131
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,15,4096,-0.01550700981169939
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,16,4096,-0.009363665245473385
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,17,4096,-0.000976246315985918
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,18,4096,-0.01691908948123455
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,19,4096,-0.01779353618621826
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,20,4096,-0.018267232924699783
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,21,4096,-0.015526865608990192
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,22,4096,-0.013204819522798061
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,23,4096,-0.007916918955743313
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,24,4096,-0.010381667874753475
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,25,4096,-0.013279920443892479
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,26,4096,-0.019221575930714607
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,27,4096,-0.022481080144643784
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,28,4096,-0.024133456870913506
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,29,4096,-0.017685795202851295
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,30,4096,-0.0161123163998127
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-Instruct-v0.3,31,4096,-0.001984468661248684
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,0,4096,0.008108513429760933
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,1,4096,-0.013070840388536453
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,2,4096,0.028977584093809128
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,3,4096,0.008612529374659061
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,4,4096,-0.013023589737713337
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,5,4096,-0.0262379702180624
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,6,4096,0.008509556762874126
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,7,4096,0.007828563451766968
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,8,4096,0.00033383446861989796
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,9,4096,-0.005974879954010248
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,10,4096,-0.005422605667263269
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,11,4096,-0.010021069087088108
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,12,4096,-0.009619083255529404
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,13,4096,-0.014763044193387032
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,14,4096,-0.01927800476551056
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,15,4096,-0.016597634181380272
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,16,4096,-0.007326304446905851
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,17,4096,-0.0003081834875047207
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,18,4096,-0.012234610505402088
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,19,4096,-0.01700781099498272
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,20,4096,-0.016721826046705246
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,21,4096,-0.011638179421424866
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,22,4096,-0.009122827090322971
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,23,4096,-0.00047644833102822304
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,24,4096,-0.004772743210196495
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,25,4096,-0.003803997067734599
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,26,4096,-0.010149847716093063
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,27,4096,-0.011754866689443588
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,28,4096,-0.014943531714379787
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,29,4096,-0.010682261548936367
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,30,4096,-0.012320197187364101
meta-llama__Llama-3.1-8B-Instruct,mistralai__Mistral-7B-v0.3,31,4096,-0.001163741573691368
